product_id,product_name,source_url
106687,Gorgeous Life 4 Mm,https://www.glamira.ie/gorgeous-life-4-mm.html?fbclid=IwAR1_bn5IpI2EvM7gPqwxOQ952dG2yp8X0Orx0a1HdZuoQypaV5VRwHa0xtc&alloy=red-585
107697,Herrenring Adore Power 5 Mm,https://www.glamira.ee/herrenring-adore-power-5-mm.html?fbclid=IwAR0AZ7Y4Feo6JXzkWNWDXfWrxIGmB8hZqLieIzDanL2wiurspwjCDSXhgEk&alloy=white-585
106553,Herrering Charming Queen 6 Mm,https://www.glamira.no/herrering-charming-queen-6-mm.html?itm_source=recommendation&itm_medium=smartsearch&fbclid=IwAR1aRJx-xxYfobjEgIaPiE8pYXwp_kV6L7y59dCzSOTnBGOvpOVqAPoHLCU&alloy=red-585
105245,Nhan Nam Precious Star 4 Mm,https://www.glamira.vn/nhan-nam-precious-star-4-mm.html?alloy=yellow-375&gclid=CjwKCAjwztL2BRATEiwAvnALchbX-_32YTkzDz9Yb0mVesZQm92kVlJOLbHSIB_JgQI_6IFu3gFIcRoC1ScQAvD_BwE
97377,Glamira Ring Vito,https://www.glamira.co.uk/glamira-ring-vito.html?diamond=diamond-Brillant&stone2=diamond-Brillant&alloy=white-silber
101892,Glamira Ring Mialuna,https://www.glamira.co.uk/glamira-ring-mialuna.html?fbclid=IwAR0p4K6bugXD8DKnUJcMDtH-DXip8sX6oD5_Cb-MJzGFTu1WeFEtWZmtYeY
100233,Fantastic Music 10 Mm,https://www.glamira.dk/fantastic-music-10-mm.html?stone=diamond-Brillant&fbclid=IwAR2NLQzCDoopH9x7o8ia1HKr-kfJFwO2yWCdCvfg5qSDnKsP3jxBDiwfgg4&alloy=white_yellow-585
110412,Glamira Pendant Ivica,https://www.glamira.de/glamira-pendant-ivica.html?fbclid=IwAR3Vw5H8B55FB71fzF4pLX_9DNZbrK8uz0oRYVVKhGVUI0FFGz3hZQ93B_8
101666,Glamira Kids Corara,https://www.glamira.com.tr/glamira-kids-corara.html?alloy=white-585&diamond=garnet&fbclid=IwAR0vM5-ly8i8EJYuR8aPBlYE8LY5KVy2MupxAHV51WcQnslNCjW6b4UgkSM
110428,Glamira Pendant Kyle,https://www.glamira.com.tr/glamira-pendant-kyle.html?alloy=white-palladium
108312,Men S Ring Attractive Glaze 4 Mm,https://www.glamira.co.uk/men-s-ring-attractive-glaze-4-mm.html?fbclid=IwAR1J3GKkPyCnyXQkmqnaXNSpW9P5ZSmZKXY8r9ETFnaN46ix45HCixKCnFs&alloy=white-585
100121,Glamira Earring Terlan,https://www.glamira.pl/glamira-earring-terlan.html?alloy=yellow-585&diamond=diamond-Brillant
101331,Glamira Ring Colossus,https://www.glamira.com.au/glamira-ring-colossus.html?alloy=white-585&diamond=diamond-sapphire
107241,Adore Line 4 Mm,https://www.glamira.co.za/adore-line-4-mm.html?alloy=white_red-585&stone=diamond-Zirconia
93536,Anillo De Hombre Classic Style 9 Mm,https://www.glamira.com.ar/anillo-de-hombre-classic-style-9-mm.html?alloy=red-375&gclid=Cj0KCQjwlN32BRCCARIsADZ-J4uTF7o0tW3fGVCeEKUIdRkGwgMJbqMUDVhnjdXHBxk7KGKTUEzmtuYaAttdEALw_wcB
105985,Wondrous Touch 5 Mm,https://www.glamira.pt/wondrous-touch-5-mm.html?fbclid=IwAR3vCyP2uhsZOTK4nTnttCFwpYvTir1nJJfReOLcO1TD_5DO6o-cu_Ae4Ng&alloy=red-585
110567,Glamira Earring Fiora,https://www.glamira.de/glamira-earring-fiora.html?fbclid=IwAR1VxIsMWsgiOdZJwzv82RhWwkk-GePMCrsrfSLGQRyNmGfPzfFeaV12wrA
85187,Anillo De Hombre Charming Cloud Skut4344,https://www.glamira.com.gt/anillo-de-hombre-charming-cloud-skut4344.html?alloy=white-palladium
99331,Universe Corvus 6 Mm,https://www.glamira.cz/universe-corvus-6-mm.html?stone=diamond-Brillant&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR1glGav12zbM640zrPnsLPf1joMB0SuYCgYARsiyy1eOG-fsdA3qbGpeAI&alloy=white-silber
108549,Men S Ring Exotic Start 5 Mm,https://www.glamira.co.uk/men-s-ring-exotic-start-5-mm.html?fbclid=IwAR0g5KcpZqyxNKD4n7ZBdF2yg1KXqsQ3ghvjkAyaNPhQzZZ_viI4x4XToFk&alloy=white-585
101912,Glamira Ring Ahivia,https://www.glamira.ch/glamira-ring-ahivia.html?stone2=diamond-Brillant&alloy=white_red-585&gclid=EAIaIQobChMI3ebXheXn6QIV0VjlCh2hrwigEAEYASABEgIjXfD_BwE&synthetic=labdiamond&diamond=diamond-Brillant
100415,Herrenring Adore Phoenix 8 Mm,https://www.glamira.de/herrenring-adore-phoenix-8-mm.html?alloy=white_red-375
99941,Glamira Pendant Neely,https://www.glamira.fr/glamira-pendant-neely.html?fbclid=IwAR39YbwQjxkhFrwWqVym69MiPNSwZ3Ge4FB7NhmYzOYiLmqgyzvJdbINk6Q
84848,Glamira Anillo Giselle Skug100375,https://www.glamira.com.ec/glamira-anillo-giselle-skug100375.html?alloy=white-375&diamond=diamond-Brillant&stone2=diamond-Brillant
85931,Herrering Glorious Impression Sku2336,https://www.glamira.no/herrering-glorious-impression-sku2336.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR3p3QtdEYqOMndZHl_VP0HtywYdygdzr6zmKHDlnRZmM9MrvzhFWrGEIrs&alloy=white-375
100703,Glamira Kids Sorchia,https://www.glamira.ca/glamira-kids-sorchia.html?alloy=white-585
110377,Glamira Horoscope Pendant Libra,https://www.glamira.hu/glamira-horoscope-pendant-libra.html?fbclid=IwAR3lFJD2P4P4RM0pOl7OAugI6sCHMzPapmUN7cs2Jc22lFxqZOyF5zyYsJA
96568,Damsky Prsten Bright Nature 6 Mm,https://www.glamira.sk/damsky-prsten-bright-nature-6-mm.html?fbclid=IwAR0unJxjbINqXGsgdWWnd23zfJoazm90jt36ln1KV8CLgyIWv4OjwVZQrE4&alloy=white_red-585
88931,Anillo De Hombre Fantastic Music,https://www.glamira.es/anillo-de-hombre-fantastic-music.html?fbclid=IwAR29xatQkw6hGFFdmY1P4hEGzGfheyTojkqiswZmfY3Vk6A-jA0-vYTuLzY&alloy=white_yellow-750
80374,White Pearl Skuc2890 001,https://www.ring-paare.de/white-pearl-skuc2890-001.html?alloy=white-585&stone=diamond-Brillant&itm_source=recommendation&itm_medium=sorting
109491,Glamira Pendant Jordaliz,https://www.glamira.com.tr/glamira-pendant-jordaliz.html?alloy=white-platin&diamond=diamond-Brillant&stone2=diamond-Brillant&fbclid=IwAR2O_vqUUgP1lhgH4afx5QcEGw3l5ULRqGYBj5KDJ_Nfh6XfCKCf7X1KVag
93354,Noi Gyuru Classic Flower 3 Mm,https://www.glamira.hu/noi-gyuru-classic-flower-3-mm.html?fbclid=IwAR1_Q2Enw-uzte1N518Gz6a22arUYSZLOsAzCd1N8eHc57aKii9ufZ8NOIA&alloy=white-375
90975,Glamira Anillo Lissy 0.03Crt,https://www.glamira.com.pe/glamira-anillo-lissy-0.03crt.html?alloy=yellow-585&diamond=diamond-Brillant&itm_source=recommendation&itm_medium=sorting
91877,Glamira Pendant Chica 8 Mm,https://www.glamira.de/glamira-pendant-chica-8-mm.html?itm_source=recommendation&itm_medium=detail&fbclid=IwAR1-rTIaNyJO4ZjPdA_dJ1f3EZIMPKUObYnbnd6BEDulbE6lCohcLNXkWpU
103001,Glamira Nose Pin Maisha,https://www.glamira.hu/glamira-nose-pin-maisha.html?alloy=white-585
98689,Elegant Reflection 10 Mm,https://www.glamira.se/elegant-reflection-10-mm.html?alloy=white-silber
101982,Glamira Ring Lokalei,https://www.glamira.nl/glamira-ring-lokalei.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR1evYcyULAHoPErXsNMQWuvajsn-X9duDAc3LovYaN9cuQgbHolj0WzEEE
103774,Ringe Til Kvinder Smart Heavenly Shine 8 Mm,https://www.glamira.dk/ringe-til-kvinder-smart-heavenly-shine-8-mm.html?alloy=white-silber
89574,Glamira Necklace Aurelia,https://www.glamira.lt/glamira-necklace-aurelia.html?fbclid=IwAR2Jq8-XA6bZa06p-icBuzR2qz5HmmZlEBjVwQPaZyWZmJ-WTdohUR8Ykaw
103356,Glamira Ring Krizelle,https://www.glamira.com/glamira-ring-krizelle.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR0vrvp3MhmuuQ0cgaRJEjGFDfltL_iLZz6DPfNKZGtoFUR5FWHjE2mSpIw
101971,Glamira Ring Linuka,https://www.glamira.in/glamira-ring-linuka.html?fbclid=IwAR192KiGor8JiSNqIRtY5w1hO1XFejAhF5MgLwWlY7vqQhuTsEBAAK3-GF4
106591,Dynamic Passion 10 Mm,https://www.glamira.es/dynamic-passion-10-mm.html?fbclid=IwAR2E4yBxkVRcqwWnQqp0QXTaSF56hwfMHqK3QH3wiYvVpdNeVfVx_cBxFFM&alloy=red-585
97841,Glamira Ring Panaye,https://www.glamira.com/glamira-ring-panaye.html?alloy=white-silber&diamond=emerald&stone2=diamond-sapphire&itm_source=recommendation&itm_medium=sorting
101470,Glamira Knuckle Ring Maika,https://www.glamira.lt/glamira-knuckle-ring-maika.html?fbclid=IwAR0r2J3Zvv1phd6cFyNX0Um2ynxLxCgPxqDs3x8eh51zritP8kQq47yiRqs
107691,Anelli Donna Brilliant Ornament 8 Mm,https://www.glamira.it/anelli-donna-brilliant-ornament-8-mm.html?fbclid=IwAR0AoCSLijnrxL95WCZ3GWN1psQeMSiwe8uaP2UKRb60sF2Isy1m5nGax6g&alloy=white-585
107426,Bague Pour Femmes Amazing Charm 6 Mm,https://www.glamira.fr/bague-pour-femmes-amazing-charm-6-mm.html?stone=emerald&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR04OuA8j4d1RbPCBEs_-wHUHYsTxd2z4CBilKV8cPGLVa69fosWcQSbUls&alloy=white-585
106392,Womens Ring Infinite Fame 8 Mm,https://www.glamira.co.uk/womens-ring-infinite-fame-8-mm.html?fbclid=IwAR006V247odWPI6CfB_b_ctFQWzwRJR5dEbWvTCXYGZWgDKikkKS7adijwk&alloy=white-585
107021,Men S Ring Glittering Elegance 8 Mm,https://www.glamira.com/men-s-ring-glittering-elegance-8-mm.html?fbclid=IwAR1U6aOemLaNrONMnDfOyUf_pDmT9ed93R3qb3ZcjzspToEopwLTb9WV2p8&alloy=red-585
85201,Kadin Yuzuk Charming Leaf Skua2588,https://www.glamira.com.tr/kadin-yuzuk-charming-leaf-skua2588.html?alloy=red-375&stone=diamond-Brillant&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR39Utt1X0dAvErHzUN8C-AtjM3rI-MYh_Q7qo2Hk9xB6raremORa7SR2RY
109280,Herrenring Unique Harmony 5 Mm,https://www.glamira.de/herrenring-unique-harmony-5-mm.html?alloy=red-585&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR27i2aWzDGd-ZgVRa2vySEglQTco0BrTTXAbdNMbFDcJDFyj5EF4T-bU-A
88992,Herrenring Embrace Belief,https://www.ring-paare.de/herrenring-embrace-belief.html?alloy=white_yellow-375&gclid=EAIaIQobChMI2ebb3Z3w6AIVE6gYCh3sDAtWEAEYASAGEgLAvPD_BwE
103202,Glamira Ring Souline,https://www.glamira.ch/glamira-ring-souline.html?alloy=white-platin&diamond=diamond-Brillant&stone2=diamond-Brillant
109881,Glamira Pendant Agrostis,https://www.glamira.ee/glamira-pendant-agrostis.html?fbclid=IwAR00p0OSThPJ91azQwSEFVVj1CPEWJu_EHtIAdK9SbvFbrmWo-lXAW65bcQ
107087,Unique Hole 8 Mm,https://www.glamira.lv/unique-hole-8-mm.html?alloy=yellow-375&stone=pinkdiamond&itm_source=recommendation&itm_medium=sorting
100349,Bague Pour Hommes Wondrous Susan 8 Mm,https://www.glamira.fr/bague-pour-hommes-wondrous-susan-8-mm.html?fbclid=IwAR3IFIl0UgwAhdmSVIbc0o-SzqfwKJf1wwtftVpz5N25PfyKL_kZ-IsIt0o&alloy=white-silber
97795,Glamira Pendant Volcan Corazon,https://www.glamira.cl/glamira-pendant-volcan-corazon.html?alloy=white_red-585&gclid=CjwKCAjwztL2BRATEiwAvnALcvUN14oKH3QbyOV4OsGQ6a51ayaoL4T4saW0WOEQK8tAnaCKqSPQExoCjvwQAvD_BwE
97929,Herrenring Unique Luxury 5 Mm,https://www.glamira.bg/herrenring-unique-luxury-5-mm.html?alloy=white_yellow-585
93272,Classic Destiny 8Mm,https://www.glamira.ro/classic-destiny-8mm.html?alloy=yellow-585&stone=diamond-Brillant&itm_source=recommendation&itm_medium=sorting
107597,Bague Pour Hommes Bright Aura 6 Mm,https://www.glamira.fr/bague-pour-hommes-bright-aura-6-mm.html?fbclid=IwAR3GcbMLoC44KPNhKGoRhgrPDtYpHuajEwuMY-nwfhjEIf-Zcq1nWmcrhGk&alloy=white-585
100024,Glamira Pendant Arline,https://www.glamira.es/glamira-pendant-arline.html?alloy=yellow-585&diamond=garnet&stone2=diamond-Brillant&itm_source=recommendation&itm_medium=detail
102098,Glamira Bracelet Phindulo,https://www.glamira.rs/glamira-bracelet-phindulo.html?alloy=white-375
96690,Adore Queen 10Mm,https://www.glamira.com.mx/adore-queen-10mm.html?stone=diamond-Brillant&itm_source=recommendation&itm_medium=sorting&fbclid=IwAR0k6xlA0AE7QejqsExRfelxWT3_s2i49CFB1zpsuis6qgdkEP9QSMBiPDU&alloy=red-585
103761,Herring Glamour Eleganz 10 Mm,https://www.glamira.se/herring-glamour-eleganz-10-mm.html?itm_source=recommendation&itm_medium=sorting&fbclid=IwAR2YiLdFEHZntPqRqvYR75OB3faphC54Wo34epIk2ieX7uNwfDn2kEX_QHQ&alloy=white-585
104729,Womens Ring Unique Happiness 10 Mm,https://www.glamira.co.uk/womens-ring-unique-happiness-10-mm.html?stone=amethyst&fbclid=IwAR1abr8SaVZdRW3lI_2wTc0clx2Hb4TG3BPn67gkf6GdzQEfG7Och4TNys4&alloy=red-585
99568,Glamira Men Earring Agrinio,https://www.glamira.nl/glamira-men-earring-agrinio.html?alloy=yellow-375
99950,Glamira Pendant Simona,https://www.glamira.de/glamira-pendant-simona.html?fbclid=IwAR3gbvtInWz2MKTHbMGrqOsj-WhDdbntsrNli3EizLu7lMbXKyrzDnepas8
100830,Glamira Kids Langfoss,https://www.glamira.cz/glamira-kids-langfoss.html?fbclid=IwAR2gCNVtST63n3P-Rz84mGHUNZ2ainpL6gNe60HvDqC50J1dEtnNslisqBI
92169,Glamira Ring Almira 0.1 Crt,https://www.glamira.sg/glamira-ring-almira-0.1-crt.html?fbclid=IwAR0mspSgtfEJG3rRzlQznhkpvSMb2_Qu0dpSc9Zfy82NwIILRA-SulXMe5U
